########################################
# format of text file
# nL    atom_type    atom_number    ke_i    ke_cut    u    v    w
# n+1S    atom_type    atom_number    ke_i    ke_cut    r    p    t
########################################
142S, n, 35, 10, 100, 1.0, 67.5, 60.0
143S, n, 35, 10, 100, 1.0, 75.0, 60.0
144S, n, 35, 10, 100, 1.0, 82.5, 60.0
145S, n, 35, 10, 100, 1.0, 90.0, 60.0
146S, n, 35, 10, 100, 1.0, 97.5, 60.0
147S, n, 35, 10, 100, 1.0, 105.0, 60.0
148S, n, 35, 10, 100, 1.0, 112.5, 60.0
149S, n, 35, 10, 100, 1.0, 120.0, 60.0
150S, n, 35, 10, 100, 1.0, 127.5, 60.0
151S, n, 35, 10, 100, 1.0, 135.0, 60.0
152S, n, 35, 10, 100, 1.0, 142.5, 60.0
153S, n, 35, 10, 100, 1.0, 150.0, 60.0
154S, ga, 34, 10, 100, 1.0, 30.0, 67.5
155S, ga, 34, 10, 100, 1.0, 37.5, 67.5
156S, ga, 34, 10, 100, 1.0, 45.0, 67.5
157S, ga, 34, 10, 100, 1.0, 52.5, 67.5
158S, ga, 34, 10, 100, 1.0, 60.0, 67.5
159S, ga, 34, 10, 100, 1.0, 67.5, 67.5
160S, ga, 34, 10, 100, 1.0, 75.0, 67.5
161S, ga, 34, 10, 100, 1.0, 82.5, 67.5
162S, ga, 34, 10, 100, 1.0, 90.0, 67.5
163S, ga, 34, 10, 100, 1.0, 97.5, 67.5
164S, ga, 34, 10, 100, 1.0, 105.0, 67.5
165S, ga, 34, 10, 100, 1.0, 112.5, 67.5
166S, ga, 34, 10, 100, 1.0, 120.0, 67.5
167S, ga, 34, 10, 100, 1.0, 127.5, 67.5
168S, ga, 34, 10, 100, 1.0, 135.0, 67.5
169S, ga, 34, 10, 100, 1.0, 142.5, 67.5
170S, ga, 34, 10, 100, 1.0, 150.0, 67.5
171S, ga, 34, 10, 100, 1.0, 30.0, 75.0
172S, ga, 34, 10, 100, 1.0, 37.5, 75.0
173S, ga, 34, 10, 100, 1.0, 45.0, 75.0
174S, ga, 34, 10, 100, 1.0, 52.5, 75.0
175S, ga, 34, 10, 100, 1.0, 60.0, 75.0
176S, ga, 34, 10, 100, 1.0, 67.5, 75.0
177S, ga, 34, 10, 100, 1.0, 75.0, 75.0
178S, ga, 34, 10, 100, 1.0, 82.5, 75.0
179S, ga, 34, 10, 100, 1.0, 90.0, 75.0
180S, ga, 34, 10, 100, 1.0, 97.5, 75.0
181S, ga, 34, 10, 100, 1.0, 105.0, 75.0
182S, ga, 34, 10, 100, 1.0, 112.5, 75.0
183S, ga, 34, 10, 100, 1.0, 120.0, 75.0
184S, ga, 34, 10, 100, 1.0, 127.5, 75.0
185S, ga, 34, 10, 100, 1.0, 135.0, 75.0
186S, ga, 34, 10, 100, 1.0, 142.5, 75.0
187S, ga, 34, 10, 100, 1.0, 150.0, 75.0
188S, ga, 34, 10, 100, 1.0, 30.0, 82.5
189S, ga, 34, 10, 100, 1.0, 37.5, 82.5
190S, ga, 34, 10, 100, 1.0, 45.0, 82.5
191S, ga, 34, 10, 100, 1.0, 52.5, 82.5
192S, ga, 34, 10, 100, 1.0, 60.0, 82.5
193S, ga, 34, 10, 100, 1.0, 67.5, 82.5
194S, ga, 34, 10, 100, 1.0, 75.0, 82.5
195S, ga, 34, 10, 100, 1.0, 82.5, 82.5
196S, ga, 34, 10, 100, 1.0, 90.0, 82.5
197S, ga, 34, 10, 100, 1.0, 97.5, 82.5
198S, ga, 34, 10, 100, 1.0, 105.0, 82.5
199S, ga, 34, 10, 100, 1.0, 112.5, 82.5
200S, ga, 34, 10, 100, 1.0, 120.0, 82.5
201S, ga, 34, 10, 100, 1.0, 127.5, 82.5
202S, ga, 34, 10, 100, 1.0, 135.0, 82.5
203S, ga, 34, 10, 100, 1.0, 142.5, 82.5
204S, ga, 34, 10, 100, 1.0, 150.0, 82.5
205S, ga, 34, 10, 100, 1.0, 30.0, 90.0
206S, ga, 34, 10, 100, 1.0, 37.5, 90.0
207S, ga, 34, 10, 100, 1.0, 45.0, 90.0
208S, ga, 34, 10, 100, 1.0, 52.5, 90.0
209S, ga, 34, 10, 100, 1.0, 60.0, 90.0
210S, ga, 34, 10, 100, 1.0, 67.5, 90.0
211S, ga, 34, 10, 100, 1.0, 75.0, 90.0
212S, ga, 34, 10, 100, 1.0, 82.5, 90.0
213S, ga, 34, 10, 100, 1.0, 90.0, 90.0
214S, ga, 34, 10, 100, 1.0, 97.5, 90.0
215S, ga, 34, 10, 100, 1.0, 105.0, 90.0
216S, ga, 34, 10, 100, 1.0, 112.5, 90.0
217S, ga, 34, 10, 100, 1.0, 120.0, 90.0
218S, ga, 34, 10, 100, 1.0, 127.5, 90.0
219S, ga, 34, 10, 100, 1.0, 135.0, 90.0
220S, ga, 34, 10, 100, 1.0, 142.5, 90.0
221S, ga, 34, 10, 100, 1.0, 150.0, 90.0
222S, ga, 34, 10, 100, 1.0, 30.0, 97.5
223S, ga, 34, 10, 100, 1.0, 37.5, 97.5
224S, ga, 34, 10, 100, 1.0, 45.0, 97.5
225S, ga, 34, 10, 100, 1.0, 52.5, 97.5
226S, ga, 34, 10, 100, 1.0, 60.0, 97.5
227S, ga, 34, 10, 100, 1.0, 67.5, 97.5
228S, ga, 34, 10, 100, 1.0, 75.0, 97.5
229S, ga, 34, 10, 100, 1.0, 82.5, 97.5
230S, ga, 34, 10, 100, 1.0, 90.0, 97.5
231S, ga, 34, 10, 100, 1.0, 97.5, 97.5
232S, ga, 34, 10, 100, 1.0, 105.0, 97.5
233S, ga, 34, 10, 100, 1.0, 112.5, 97.5
234S, ga, 34, 10, 100, 1.0, 120.0, 97.5
235S, ga, 34, 10, 100, 1.0, 127.5, 97.5
